"ind","catg","headline","body","imageurl","readmoreurl","inblockId"
"11","miscellaneous","Frenchman becomes world's 1st to undergo 2nd face transplant","A French citizen has become the first person in the world to undergo a face transplant for a second time, Paris' public hospital system AP-HP confirmed. The man spent almost two months in an induced coma without a face after his original graft was removed. His body had rejected the first transplant, which he received seven years ago.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/21jan/inshorts_image_1516515140533_973.jpg?resize=400px:*","https://www.rt.com/news/416517-second-face-transplant-france/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","btzsaasq-1"
"12","miscellaneous","Germs carried by Europeans killed 1.5 crore Aztecs: Study","Scientists have identified a typhoid-like ""enteric fever"" as the cause of death of approximately 1.5 crore people, 80% of the population, in the Aztec nation in the 16th century. They said the ""cocoliztli"" disease was spread by European colonisers, who carried the germs that locals lacked immunity against. The disease caused high fevers and death within three to four days. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/16jan/inshorts_image_1516091881063_385.jpg?resize=400px:*","https://www.theguardian.com/world/2018/jan/16/mexico-500-years-later-scientists-discover-what-killed-the-aztecs?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","btzsaasq-1"
"13","miscellaneous","First canned beer was sold 83 years ago","The first ever canned beer was sold on January 24, 1935, in the US. The American Can Company in partnership with the Gottfried Krueger Brewing Company delivered 2,000 cans of Krueger's Finest Beer and Krueger's Cream Ale to drinkers in Virginia, US. Notably, more than 20 crore cans had been produced and sold by the end of 1935.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/24jan/inshorts_image_1516789855993_289.jpg?resize=400px:*","http://www.history.com/this-day-in-history/first-canned-beer-goes-on-sale?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","btzsaasq-1"
"14","miscellaneous","Man sent to prison for biting off chunk of wife's nose","A 55-year-old American man who bit off a chunk of his wife's nose, permanently disfiguring her, will spend more than six years in prison following his sentencing on Tuesday. Rodwell Clay was also accused of stalking, harassing and threatening his wife during their marriage. The couple is now divorced. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/1jan/18/fvvru8na-2-1516272120968.jpg?resize=400px:*","http://www.hindustantimes.com/world-news/connecticut-man-sent-to-prison-for-biting-off-chunk-of-wife-s-nose/story-zSuPgqNEKPTrXQKHjpK2OL.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","btzsaasq-1"
"15","miscellaneous","3 teens charged for exposing allergic classmate to pineapple","A 14-year-old US girl allergic to pineapple was hospitalised after her classmate rubbed the fruit on her own hand and high-fived her. The classmate, along with two others, faces criminal charges for allegedly intentionally exposing the victim to pineapple despite being aware of her allergy. The victim, who went into anaphylactic shock, was later released from the hospital.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/28jan/inshorts_image_1517143894458_361.jpg?resize=400px:*","http://www.dailymail.co.uk/news/article-5316903/Teens-charged-girl-allergy-exposed-pineapple.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","btzsaasq-1"
"16","miscellaneous","IIT Bombay to host its annual Entrepreneurship Summit on 27-28 Jan","IIT Bombay is hosting its annual Entrepreneurship Summit on 27th & 28th January 2018 with the theme 'A Zenith of Innovation.' The event will host speakers like Arundhati Bhattacharya, Bhavish Aggarwal, Shiv Khera among others. More than 600 startups and 20,000 students & professionals are expected to participate in events like LinkedIn India meetup & Business conclave at E-Summit 2018.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/24jan/inshorts_image_1516796092236_705.jpg?resize=400px:*","https://www.ecell.in/esummit/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","btzsaasq-1"
"17","miscellaneous","Van Gogh painting dating to 1886 discovered in Netherlands ","The discovery of a drawing 'The Hill of Montmartre with Stone Quarry' by Vincent van Gogh has been confirmed, dating to 1886. Part of a private collection for about a century, the artwork has been showcased publicly at a Netherlands-based museum for the first time. There are over 900 known drawings by Van Gogh, with the previous discovery in 2012.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/19jan/inshorts_image_1516344135118_652.jpg?resize=400px:*","https://www.vangoghmuseum.nl/en/news-and-press/press-releases/drawing-by-vincent-van-gogh-discovered?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","btzsaasq-1"
"18","miscellaneous","SIBM Pune is back with its annual management and cultural festival","SIBM Pune will host the 28th edition of its annual management and cultural festival Transcend from January 27-29 at the institute's campus located in the picturesque hills of Lavale. The event will witness the participation of over 35 prestigious B-schools of India. Celebrity performers at the event include Abhishek Upmanyu, Rahul Subramanian, Suraj Jagan, Ritviz with Sunburn and FBB Campus Princess.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/25jan/inshorts_image_1516881660426_526.jpg?resize=400px:*","http://transcend.sibmpune.edu.in/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","btzsaasq-1"
"19","miscellaneous","Grand finale of Sympulse '18 to take place on January 21","The Sympulse Sundowner, the grand finale of Sympulse '18, will host an exquisite line-up of comedians and musicians on 21st January at Koregaon Park, Pune. The comedy line-up consists of East India Comedy, Abish Mathew, Sorabh Pant, Ritviz and Divine (Gully Gang). The Sundowner promises an experience of a lifetime with an addition of 30 food and flea stalls.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/19jan/inshorts_image_1516352905671_148.jpg?resize=400px:*","https://sympulsefest.com/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","btzsaasq-1"
"20","miscellaneous","One of India's largest socio-cultural fests held at IIT Kharagpur","Spring Fest, one of India's largest socio-cultural fests has concluded. It was conducted from 26-28th January, at IIT Kharagpur with a whole new range of events like Silent DJ, Salsa Workshop and YouTube Fest. With an unprecedented star-night line-up including Shaan, Sachin Jigar, EDM sensation Diego Miranda and the humorous Kunal Kamra, thousands present had the time of their lifetime.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517306790779_498.jpg?resize=400px:*","https://2018.springfest.in/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","btzsaasq-1"
"21","miscellaneous","Man gets donor after wearing 'In Need Of Kidney' T-shirt","A father of five whose T-shirt saying ""In Need Of Kidney"" went viral has received a lifesaving transplant from a stranger. Sixty-year-old Robert Leibowitz from US' New Jersey had worn the T-shirt every day during a vacation to Disney World last summer. He received many calls and messages from people wishing to help before he found a perfect match.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/28jan/inshorts_image_1517119096839_517.jpg?resize=400px:*","https://www.hindustantimes.com/world-news/man-gets-surgery-after-in-need-of-kidney-shirt-goes-viral/story-EF2tsh5zxtQEMmDfr5NVLN.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","btzsaasq-1"
"22","miscellaneous","Firefighter catches child dropped from balcony during fire","An American firefighter catching a child dropped from a burning building was captured on a helmet camera. The video shows the child being dropped by her father while climbing down a ladder from the third floor.  “We were catching babies like a football, literally,” a firefighter said. Nearly 80 people were evacuated and 12 people were injured in the blaze.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/16jan/inshorts_image_1516093880310_414.jpg?resize=400px:*","http://www.india.com/buzz/american-firefighter-catches-toddler-dropped-from-balcony-during-raging-fire-video-2845880/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","btzsaasq-1"
"23","miscellaneous","Man climbs balconies to rescue kid stuck on 2nd-floor canopy","Video footage has captured the moment a Chinese man climbed over balconies to rescue a toddler stuck on the canopy of a second-floor window. The toddler, who had fallen from the third floor, was left unsupervised at home when the incident occurred. The man said, ""I went over without thinking too much. I just wanted the child to be saved.""","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/23jan/inshorts_image_1516697898782_360.jpg?resize=400px:*","https://www.youtube.com/watch?v=4_PmvILkj20&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","btzsaasq-1"
"24","miscellaneous","IIT BHU's annual socio-cultural festival 'Kashiyatra' held","The 36th edition of IIT-BHU Varanasi's annual socio-cultural festival 'Kashiyatra' was bigger than ever with over 2,000 participants from 50 colleges. Kashiyatra featured 9 flagship events including a Kavi Sammelan featuring some great Indian poets. Comedian Sumit Anand, Dj Sartek, Underground Authority and Israeli artist Limor Ballas also performed at the fest. The 3-day extravaganza ended with the performance of Amit Trivedi.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/23jan/inshorts_image_1516703140078_822.jpg?resize=400px:*","http://kashiyatra.org/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","btzsaasq-1"
"25","miscellaneous","Woman kept relatives' mummified bodies at home for years","Russian police officers on Wednesday found the mummified bodies of two people in the apartment of an elderly woman. The 77-year-old woman has claimed the mummies were the bodies of her siblings who died eight or nine years ago. She said she kept the bodies because she could not afford to pay for their funeral. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/25jan/inshorts_image_1516886155081_683.jpg?resize=400px:*","https://www.rt.com/news/416902-russia-mummified-bodies-apartment/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","btzsaasq-1"
"26","miscellaneous","Chivas unveils the power of shared success in latest campaign","Chivas Regal, the world's first luxury whiskey, has launched a new campaign titled 'WIN THE RIGHT WAY'. The campaign aims to put across the brand belief that success is always collaborative. It has also released a new video which showcases that there exists a world that defies stereotypes of celebrating just personal milestones and instead applauds team effort and collective winning.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/15jan/inshorts_image_1516021237185_761.jpg?resize=400px:*","https://www.youtube.com/watch?v=WrhOTRSr3RI&feature=youtu.be ","7ua3wgen-1"
"27","miscellaneous","Video reveals startling facts about your money","In this video of a new and unique science experiment that was conducted, a scientist and his assistant discover a revolutionary new formula about the money you earn with your ""khoon"" and ""paseena"". What happens will surprise you and make you cry #KhushiKeAansu.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/4jan/inshorts_image_1515058508687_411.jpg?resize=400px:*","https://www.youtube.com/watch?v=g2K6eiX3dR4&utm_source=Inshorts&utm_medium=video ","7ua3wgen-1"
"28","miscellaneous","Ola Rentals offers special New Year's Eve packages","This New Year's Eve, let travelling be the least of your worries. Introducing Special New Year's Eve packages from Ola Rentals to welcome 2018, with safe transportation at your disposal at all times. Rental packages starting from 1.5 hours will be available from 4PM on 31st December to 4AM on 1st January.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30dec/inshorts_image_1514612295172_613.jpg?resize=400px:*","https://blog.olacabs.com/have-a-happy-new-year-with-ola-rentals/ ","7ua3wgen-1"
"29","miscellaneous","Astronauts onboard ISS to experience New Year's Eve 16 times","Astronauts onboard the International Space Station will experience New Year's Eve 16 times as they orbit the Earth once every 90 minutes, the US' space agency NASA has said. The astronauts will witness 16 sunrises and sunsets, 402 kilometres above the Earth. The six-member crew is on a mission to conduct research aimed at keeping astronauts healthier in outer space.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29dec/inshorts_image_1514554143157_544.jpg?resize=400px:*","http://www.hindustantimes.com/science/waiting-for-new-year-s-eve-astronauts-on-iss-will-get-to-experience-it-16-times/story-bpGjyFStUHs8hIi429XxOP.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","7ua3wgen-1"
"30","miscellaneous","Pre Yacht party organised by Ola ahead of Sunburn in Pune","A Yacht party was organised ahead of the Sunburn which saw Nucleya performing for the invitees including Vaani Kapoor, Sophie Chaudry and Shibani Dandekar. ""Been in loads of beach party, but this gotta be a craziest Yacht party! #OlaSundowner"", Vaani tweeted. Ola will host Asia's largest EDM festival, Sunburn in Pune from December 28-31. Martin Garrix and Afrojack will perform on New Year's Eve.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29dec/inshorts_image_1514548806995_772.jpg?resize=400px:*","https://www.youtube.com/watch?v=QL7pGt3FnWo ","7ua3wgen-1"
"31","miscellaneous","US engineer discovers the largest ever prime number","A US-based electrical engineer has discovered the largest known prime number, having as many as 23,249,425 digits. The 51-year-old mathematics enthusiast arrived at the number by subtracting 1 from 2 to the power of 77,232,917, proving which took six days of PC computing. The new result of Mersenne primes is nearly a million digits longer than the previous record holder.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/1jan/5/53ajqn43-1-1515160625346.jpg?resize=400px:*","https://www.theguardian.com/science/2018/jan/04/largest-prime-number-discovered-with-more-than-23m-digits?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","7ua3wgen-1"
"32","miscellaneous","Gym gives free membership to Syrian refugee gazing inside","A Turkish gym has offered a free lifetime membership to a 12-year-old Syrian refugee after a photo of him looking through the glass walls of the gym went viral. The photograph, clicked by photojournalist Mahir Alan, shows Muhammet Halit carrying shoe-shining equipment. Halit had fled the war in Syria four years ago and has been working as a shoe-shiner since.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/11jan/inshorts_image_1515666538956_393.jpg?resize=400px:*","http://www.hindustantimes.com/world-news/in-pics-turkish-gym-gives-12-year-old-syrian-refugee-gazing-through-window-free-lifetime-pass/story-w5WiXcYTFov63KGSxyd66M.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","7ua3wgen-1"
"33","miscellaneous","World's fifth largest diamond discovered in Lesotho","A 910-carat diamond thought to be the fifth largest in the world has been discovered in the African nation of Lesotho, UK-based mining company Gem Diamonds said on Monday. Describing the stone as one of ""exceptional quality"", the company said it was found at the Letseng mine. The diamond is estimated to be worth $40 million (over ₹254 crore).","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/15jan/inshorts_image_1516020950122_903.jpg?resize=400px:*","http://www.dw.com/en/giant-910-carat-diamond-found-in-lesotho/a-42148955?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","7ua3wgen-1"
"34","miscellaneous","24 lakh cancer deaths avoided in US in 2 decades: Study ","The US has registered a 26% decline in cancer deaths between 1991 and 2015, saving over 24 lakh lives, a study by the American Cancer Society (ACS) has revealed. The ACS attributed reduced smoking as one of the biggest causes for the decline. Cancer is the second leading cause of death in the US after heart disease.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/6jan/inshorts_image_1515251434527_660.jpg?resize=400px:*","https://www.bloomberg.com/news/articles/2018-01-04/cancer-deaths-fall-to-lowest-rate-in-decades-as-smoking-declines?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","7ua3wgen-1"
"35","miscellaneous","'Coca-Cola' 2nd most recognised word in the world after 'OK'","'Coca-Cola' is the second most widely understood term in the world after 'OK'. The beverage maker once launched a soft drink named 'OK Soda' so that it could own both the most recognised words. The Coca-Cola Company, then known as the Pemberton Medicine Company, was incorporated on January 15, 1889. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/14jan/inshorts_image_1515948750728_380.jpg?resize=400px:*","http://www.coca-cola.co.uk/stories/coca-cola-fun-facts-infographic?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","7ua3wgen-1"
"36","miscellaneous","Switching queues does not reduce waiting time: Harvard study","A Harvard Business School research has found that people switching a queue actually waited 10% longer than if they had stayed put. Moreover, those who switched twice ended up waiting 67% longer. By observing people at a grocery store and conducting online surveys, researchers found people standing last in a queue were four times more likely to switch or quit.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30dec/inshorts_image_1514622618971_849.jpg?resize=400px:*","https://www.theguardian.com/science/2017/dec/27/back-to-front-why-switching-queues-will-get-you-nowehere-faster?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","7ua3wgen-1"
"37","miscellaneous","Man smashes ice with hands to rescue woman from frozen river","A 54-year-old Chinese man named Shi Lei smashed ice with his hands to help rescue a 70-year-old woman who had fallen into a frozen river. An ambulance was called, and passersby gave her warm clothes after she was rescued. Lei said, ""It was really freezing in the water, but I didn't have time to think about it at the time.""","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30dec/inshorts_image_1514629530284_949.jpg?resize=400px:*","https://twitter.com/PDChina/status/946021611626303488?ref_src=twsrc%5Etfw&ref_url=https%3A%2F%2Fwww.ndtv.com%2Foffbeat%2Fhe-smashed-ice-with-hands-to-rescue-woman-from-frozen-river-watch-1792959&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","7ua3wgen-1"
"38","miscellaneous","US woman with cancer gets married 18 hours before her death","A 31-year-old US woman suffering from breast cancer got married at a hospital 18 hours before she died. On her wedding day, Heather was dressed in a wedding gown and was lying in bed wearing an oxygen mask. Her husband David said he had proposed to her on December 23, 2016, which was the day she was diagnosed with cancer. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/3jan/inshorts_image_1514952327839_182.jpg?resize=400px:*","http://www.hindustantimes.com/world-news/us-woman-with-cancer-gets-married-in-hospital-hours-before-her-death/story-J1BzJsssH2BTDrUmgt1b0L.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","7ua3wgen-1"
"39","miscellaneous","Private jet pilot killed by aircraft's detached door","A private jet's pilot died at Finland's Kittilä Airport on Thursday after he was hit by the door of the plane he was due to fly. The door detached from the plane and hit the pilot as he was returning to the cockpit after completing the aircraft's external checks. He succumbed to his injuries and the matter is under investigation.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/6jan/inshorts_image_1515221095101_286.jpg?resize=400px:*","https://www.rt.com/news/415098-private-jet-door-kills-pilot/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","7ua3wgen-1"
"40","miscellaneous","Dubai Police sets world record for longest ATV wheelie","The Dubai Police and Dubai Motorbike Festival recently set the Guinness World Record for the longest wheelie (distance) on an ATV (all-terrain vehicle). Captain Abdulla Al Hattawi, a member of the Dubai Police Force, performed a non-stop wheelie for 60 km and broke the previous record of 50 km. A convoy of police vehicles guided him in his attempt.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/14jan/inshorts_image_1515912998424_974.jpg?resize=400px:*","http://www.india.com/buzz/dubai-police-break-guinness-record-of-worlds-longest-atv-wheelie-sets-new-record-at-60-km-2842234/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","7ua3wgen-1"
"41","miscellaneous","Man's testicle 'explodes' after he contracts rare infection","A British man's testicle ""exploded like a volcano"" after he caught a rare infection known as African Salmonella while on a holiday in Tunisia. Adding that the testicle grew so big that he had to carry it around in his hands, the man said, ""I can't even begin to explain the pain that I was in.""","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/10jan/inshorts_image_1515592337721_657.jpg?resize=400px:*","https://www.rt.com/uk/415406-grandfather-testicle-salmonella-tunisia/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","7ua3wgen-1"
"42","miscellaneous","Hundreds of bats die due to 80-year record heat in Australia","Over 400 bats died in one colony alone as temperatures in Sydney soared to an 80-year record high of 47.3ºC on Sunday. A Facebook campaign 'Help Save the Wildlife and Bushlands in Campbelltown' posted several images showing the corpses, after the animals died due to dehydration. The environmentalist group is trying to rescue the survivors besides providing water to koalas.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/11jan/inshorts_image_1515641728065_674.jpg?resize=400px:*","https://www.theguardian.com/australia-news/2018/jan/09/hundreds-of-flying-foxes-die-in-searing-australian-heat?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","7ua3wgen-1"
"43","miscellaneous","4-yr-old found living in closet, says rats were his friends","A four-year-old US boy believed to be living in a closet has tested positive for methamphetamine exposure and told investigators ""his friends"" were rats and roaches, his attorney said. The child is being kept in the temporary custody of child welfare officials, while his mother has been arrested and is facing a charge of child endangerment. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/3jan/inshorts_image_1514978400073_808.jpg?resize=400px:*","http://www.hindustantimes.com/world-news/4-year-old-boy-found-living-in-closet-exposed-to-drugs-says-rats-and-roaches-his-friends/story-H8Z5HwFjzrV0lMtYwKSyVO.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","7ua3wgen-1"
"44","miscellaneous","Kitten with 2 faces euthanised less than 1 month after birth","A kitten with two faces was euthanised less than a month after she was born in South Africa. Born with a rare congenital condition called craniofacial duplication, Bettie Bee had two noses, two mouths and three eyes. The kitten, who had gone viral online and amassed over 50,000 followers on Facebook, was taken to the vet after she got pneumonia. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/2jan/inshorts_image_1514888247860_413.jpg?resize=400px:*","https://www.facebook.com/bettiebee2faces/posts/161603287705673?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","7ua3wgen-1"
"45","miscellaneous","Toddler killed as suicidal man falls on him from 8th floor","A toddler was killed in Ukraine when a man allegedly committing suicide jumped out of an eighth-floor apartment and landed on the young boy. Paramedics were called to the scene but the 21-month-old child died in the ambulance from his injuries. The man, who was reportedly a construction worker and neighbour of the toddler's relatives, also died in the incident.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/6jan/inshorts_image_1515226740480_132.jpg?resize=400px:*","http://www.dailymail.co.uk/news/article-5228223/Toddler-killed-suicidal-man-falls-eighth-floor.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","7ua3wgen-1"
"46","miscellaneous","Same-sex couples marry in midnight ceremonies in Australia","Same-sex couples got married in midnight ceremonies across Australia on Tuesday. The Australian parliament had voted to legalise same-sex marriages in early December but the country required that all couples give a month's notice for weddings, making Tuesday the first possible date for gay marriages. Notably, 62% Australians had voted for marriage equality in a nationwide postal survey.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/9jan/inshorts_image_1515495971693_217.jpg?resize=400px:*","http://www.hindustantimes.com/world-news/gays-marry-in-midnight-wedding-ceremonies-across-australia/story-Q88tbqIIRzroYTKeuiLieK.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","7ua3wgen-1"
