"ind","catg","headline","body","imageurl","readmoreurl","inblockId"
"19","sports","David Beckham launches his football club in USA","Former England captain and Manchester United legend David Beckham on Monday launched his new Miami-based football club in USA's Major League Soccer (MLS) championship. The name, logo and debut season of the new club will be announced later. The former Real Madrid star had joined MLS' LA Galaxy in 2007, where he played till 2012.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517293498560_887.jpg?resize=400px:*","https://www.theguardian.com/football/2018/jan/29/david-beckham-mls-miami-team-soccer?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","mzjuxap9-2"
"20","sports","That was brutal, Sehwag on India's win over Pak in U-19 WC","Reacting to India beating Pakistan in the Under-19 World Cup semi-final, former cricketer Virender Sehwag tweeted, ""That was brutal. What a win for our boys, thoroughly outplaying Pakistan. Best wishes for the finals."" ""So proud of you..keep going guys..Cup Jeet kar aana hai.. All the best for the finals #Rahuldravid one more game guys"", read part of Harbhajan Singh's tweet.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517303206160_532.jpg?resize=400px:*","https://www.sportskeeda.com/live/2018-icc-under-19-cricket-world-cup-india-vs-pakistan-twitter-reactions?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","mzjuxap9-2"
"21","sports","Pak captain once called bird instead of head or tail in toss","The coin toss in the Pakistan-Zimbabwe Test at Harare on January 31, 1995, was done twice as Pakistan captain Saleem Malik called 'bird' instead of heads or tails. The coin had an eagle, the national bird of Zimbabwe, inscribed on one side. Malik won as the 'bird' turned up but referee ordered a re-toss which came out in Zimbabwe's favour.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517323518206_164.jpg?resize=400px:*","http://www.cricketcountry.com/articles/when-saleem-malik-and-andy-flower-needed-to-toss-twice-91225?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","mzjuxap9-2"
"22","sports","Bradman-led Aus observed 1 min silence after Gandhi's death","The touring Indian cricket team and hosts Australia led by Sir Don Bradman observed a minute's silence in Melbourne after the death of Indian leader Mahatma Gandhi following his assassination on January 30, 1948. ""None of us could get any sleep last night... Some of us wept at the news,"" India's then-manager Pankaj Gupta had said about the news.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517293106274_474.jpg?resize=400px:*","https://www.hindustantimes.com/columns/how-the-cricket-team-reacted-to-the-assassination-of-mahatma-gandhi-by-gopalkrishna-gandhi/story-mG6khL1sCTOFLTkN77k2NP.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","mzjuxap9-2"
"23","sports","Former UFC women's champion Ronda Rousey joins WWE","Former UFC women's bantamweight champion Ronda Rousey, who once won a fight in 14 seconds, has agreed to join the WWE. She was the first American woman to win an Olympic medal in judo, at the 2008 Olympics. Notably, Rousey won 12 consecutive MMA fights before she lost two straight bouts by knockouts and decided to move to the WWE.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517314019061_872.jpg?resize=400px:*","https://www.hindustantimes.com/other-sports/ronda-rousey-leaves-ufc-for-wwe-after-cameo-at-women-s-royal-rumble/story-5hvWKQBDiZFJSFqh2LfacO.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","mzjuxap9-2"
"24","sports","10 years since Ronaldo netted 25-yard knuckleball free-kick","On January 30, 2008, Cristiano Ronaldo, playing for Manchester United, scored a powerful free-kick from 25 yards out against Portsmouth which left the goalkeeper unmoved. Ronaldo used knuckleball technique with the ball dipping at the last moment to go into the top-right corner. A knuckleball free-kick gives the ball an erratic movement as it's struck with little or no spin.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517309454463_450.jpg?resize=400px:*","https://www.youtube.com/watch?v=5WmpgeY7tow&feature=youtu.be&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","mzjuxap9-2"
"25","sports","India thrash Pak by 203 runs to enter U-19 World Cup final","India thrashed Pakistan by 203 runs on Tuesday to enter ICC Under-19 World Cup final. India's Shubman Gill became the first player to score a century in an India-Pakistan Under-19 WC match and first to hit six straight 50-plus scores in Youth ODIs. Previously, India claimed two 10-wicket wins and two wins by 100 runs or more in the tournament.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517284220317_212.jpg?resize=400px:*","https://www.hindustantimes.com/cricket/india-vs-pakistan-icc-under-19-world-cup-2018-semis-live-cricket-score-and-live-updates/story-qhwlaLkWJmQdOKGWx7m58L.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","mb2wpq9n-1"
"26","sports","Kohli surpasses Lara in all-time Test rating points list","Following his knocks of 54 and 41 in the last South Africa Test, India captain Virat Kohli has moved past legend Brian Lara in the all-time Test rating points list. With 912 points, current world number two Test batsman Kohli moved from 31st position to 26th position, leapfrogging Lara (911), Kevin Pietersen (909), Hashim Amla (907) and Michael Clarke (900).","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/28jan/inshorts_image_1517158436826_483.jpg?resize=400px:*","https://www.icc-cricket.com/media-releases/604735?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","mb2wpq9n-1"
"27","sports","Who is Krishnappa Gowtham, sold for 31 times his base price?","Krishnappa Gowtham, who was sold for 31 times his base price of ₹20 lakh at the IPL 2018 auction, is an all-rounder who plays for Karnataka. The 29-year-old has taken 79 wickets in 22 first-class matches and has also hit a first-class hundred. He was bought by MI in 2017 but did not feature in a match for them.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/28jan/inshorts_image_1517160118077_232.jpg?resize=400px:*","https://www.indiatoday.in/sports/cricket/story/meet-krishnappa-gowtham-the-man-who-bagged-rs-6-20-crore-at-ipl-auction-2018-1155754-2018-01-28?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","mb2wpq9n-1"
"28","sports","Who were the most expensive buys in the 2018 IPL auction?","England all-rounder Ben Stokes became IPL 2018 auction's most expensive buy after being bought by Rajasthan Royals for ₹12.5 crore. RR also spent ₹11.5 crore on Jaydev Unadkat, the most expensive Indian player at the auction. Unadkat was followed by batsmen Manish Pandey and Lokesh Rahul, who were bought by Sunrisers Hyderabad and Kings XI Punjab for ₹11 crore each. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/28jan/inshorts_image_1517143660487_291.jpg?resize=400px:*","http://www.iplt20.com/auction/2018?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","mb2wpq9n-1"
"29","sports","Father of player, sold for ₹30L in IPL, has $12 bn net worth","Aryaman Birla, son of Indian industrialist Kumar Mangalam Birla whose net worth is over $12.7 billion, was featured at the 2018 IPL auction and was bought by Rajasthan Royals for ₹30 lakh. Birla, who had gone unsold in the auction's first round, had smashed 153 for Madhya Pradesh against Odisha in Col C K Nayudu Trophy last year.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/29jan/inshorts_image_1517225626020_276.jpg?resize=400px:*","http://www.india.com/sports/rr-team-squad-for-ipl-2018-final-list-of-rajasthan-royals-players-after-auction-2866222/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","mb2wpq9n-1"
"30","sports","Who were the biggest gainers in the IPL 2018 auction?","In the IPL 2018 auction, uncapped Karnataka spinner Krishnappa Gowtham was bought by Rajasthan Royals for ₹6.2 crore, 31 times his base price of ₹20 lakh. All-rounder Krunal Pandya's selling price to base price ratio was the second-highest as he fetched ₹8.8 crore, 22 times his base price. D'Arcy Short came in third, fetching ₹4 crore in the auction.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/28jan/inshorts_image_1517154201916_842.jpg?resize=400px:*","www.iplt20.com?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","mb2wpq9n-1"
"31","sports","Only 1 Test has been abandoned due to 'dangerous pitch'","The England-Windies Test that began on January 29, 1998, in Jamaica, is the only match in Test cricket's 140-year history which was abandoned as drawn due to 'dangerous pitch'. The match lasted 10.1 overs and 56 minutes as England batsmen were struck several times due to uneven deliveries. The England physiotherapist claimed even bowlers were ""embarrassed"" by the pitch.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/29jan/inshorts_image_1517206098735_704.jpg?resize=400px:*","http://www.cricketcountry.com/articles/west-indies-england-test-abandoned-by-umpires-after-10-1-overs-because-of-a-dangerous-track-22518?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","mb2wpq9n-1"
"32","sports","Ex-security guard nicknamed Pandav bought by Kings XI Punjab","Jammu and Kashmir all-rounder Manzoor Dar, bought by Kings XI Punjab for ₹20 lakh in the 2018 IPL auction, worked as a security guard for over four years to support his family. The 24-year-old was nicknamed Pandav after the Mahabharata's Bhim when he lifted three players to his side while playing kabaddi. He made his debut for J&K last year.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/29jan/inshorts_image_1517226463329_810.jpg?resize=400px:*","https://www.newsbytesapp.com/timeline/Sports/15345/77445/j-k-cricket-sensation-manzoor-eyes-ipl-contract?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","mb2wpq9n-1"
"33","sports","Only 1 first-over hat-trick has taken place in 2,294 Tests ","Indian pacer Irfan Pathan is the only cricketer to take a hat-trick in a Test's first over, in the format's 141-year-history featuring 2,294 matches. Pathan dismissed Pakistan's Salman Butt, Younis Khan and Mohammad Yousuf on the last three deliveries of the first over in Karachi on January 29, 2006. He is the only Indian pacer to take a Test hat-trick.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/29jan/inshorts_image_1517219752077_529.jpg?resize=400px:*","https://www.youtube.com/watch?v=YOJ25hk9lOM&feature=youtu.be&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","mb2wpq9n-1"
"34","sports","Sehwag buys nephew Mayank for ₹20 lakh for Kings XI Punjab","Kings XI Punjab's mentor-cum-director of cricket Virender Sehwag, who was sitting alongside owner Preity Zinda, bid successfully for his nephew Mayank Dagar in the IPL auction. Dagar, who was bought for ₹20 lakh, plays for Himachal Pradesh and has represented India in the 2016 U-19 World Cup. The 21-year-old left-arm spinner has taken 12 wickets in 13 T20s.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/29jan/inshorts_image_1517227706901_382.jpg?resize=400px:*","http://www.newindianexpress.com/sport/cricket/2018/jan/28/ipl-auction-2018--punjab-gets-sehwags-nephew-mayank-dagar-and-chris-gayle-finally-makes-the-cut-1764536.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","mb2wpq9n-1"
"35","sports","Naked man runs in front of 54,000 people during Aus-Eng ODI","A 23-year-old man interrupted the fifth Australia-England ODI in Perth by running onto the ground naked in front of almost 54,000 people on Sunday. The man, identified as Ben Jenkins, evaded security for nearly a minute before showing them a 'handcuff me' gesture and being wrestled to the ground. He was subsequently banned for three years from Cricket Australia-sanctioned matches.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/29jan/inshorts_image_1517239795042_883.jpg?resize=400px:*","https://www.cricket.com.au/news/optus-stadium-streaker-banned-three-years-australia-england-odi-perth-stoinis-tye-moeen/2018-01-28?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","mb2wpq9n-1"
"36","sports","Sports Min's R-Day tableau adjudged best among ministries","The tableau of Ministry of Youth Affairs and Sports was on Sunday adjudged the best tableau among all the ministries which participated in the Republic Day parade. The theme of the tableau was 'Khelo India'. The float displayed a small team showcasing the 'malkhamb' with a couple of boxers sparring in a ring.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/29jan/inshorts_image_1517214051730_213.jpg?resize=400px:*","http://pib.nic.in/PressReleaseIframePage.aspx?PRID=1518027&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","mb2wpq9n-1"
"37","sports","22-year-old Lankan pacer takes hat-trick in his 1st-ever ODI","Sri Lankan fast bowler Shehan Madushanka on Saturday became the fourth bowler in ODI history to take a hat-trick on debut. The 22-year-old picked up Bangladesh's last three wickets in three consecutive deliveries to help Sri Lanka win the tri-series final in Dhaka. Interestingly, three of the four hat-tricks taken by bowlers on ODI debut have come in Dhaka.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/29jan/inshorts_image_1517219026466_525.jpg?resize=400px:*","https://www.cricket.com.au/news/match-report/shehan-madushanka-hat-trick-on-debut-test-sri-lanka-bangladesh-final-dhaka-highlights/2018-01-28?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","mb2wpq9n-1"
"38","sports","Kings XI Punjab share pic of Chris Gayle donning turban","After signing Chris Gayle for his base price of ₹2 crore, IPL side Kings XI Punjab shared a picture of the Jamaican wearing a turban on Instagram. ""Looks like @chrisgayle333 is already ready for his Punjab visit!"" the caption read. Gayle had earlier represented Kolkata Knight Riders and Royal Challengers Bangalore in the IPL.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/29jan/inshorts_image_1517236684822_981.jpg?resize=400px:*","https://www.instagram.com/p/BehvlAglrMB/?taken-by=kxipofficial&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","mb2wpq9n-1"
"39","sports","Irfan, Malinga, Steyn among unsold players at IPL auction ","Experienced pacers Irfan Pathan, Lasith Malinga and Dale Steyn were among players who went unsold at the IPL auction. Further, nine players having a base price of ₹2 crore, including England T20I captain Eoin Morgan and Sri Lanka's Angelo Mathews, also did not find any takers. Ishant Sharma, Cheteshwar Pujara and Pragyan Ojha were also not bought by any team.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/28jan/inshorts_image_1517157585021_157.jpg?resize=400px:*","http://www.iplt20.com/auction/2018?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","mb2wpq9n-1"
"40","sports","Test should've been called off before I was hit: SA opener","South African opener Dean Elgar has said the third India-South Africa Test should have been called off even before he was hit on the helmet. ""We're also human beings. We're not just going to take blows,"" he added. Elgar was hit by a bouncer which led to play being stopped prematurely on the third day of the Test.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/28jan/inshorts_image_1517156504803_670.jpg?resize=400px:*","http://www.newindianexpress.com/sport/cricket/2018/jan/28/third-test-should-have-been-called-off-says-south-africa-opener-elgar-1764693.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","mb2wpq9n-1"
"41","sports","Federer and trophies is a love story, tweets user on his win","Reacting to Swiss tennis player Roger Federer winning his 20th Grand Slam title at the Australian Open on Sunday, a user tweeted, ""Roger Federer and trophies. It's a love story."" ""This was the 200th Grand Slam of the Open Era. @rogerfederer has now won 10% of the men's singles titles. Extraordinary. #RF20 #AusOpen"", tweeted another user.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/28jan/inshorts_image_1517142361176_252.jpg?resize=400px:*","https://www.sportskeeda.com/live/australian-open-2018-twitter-reacts-as-roger-federer-wins-20th-grand-slam-title?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","mb2wpq9n-1"
"42","sports","Bought Chris Gayle as back-up for Kings XI Punjab: Sehwag","Kings XI Punjab's mentor-cum-director of cricket Virender Sehwag has revealed the team has bought Chris Gayle as a back-up opener. ""Simply having him in your side means a lot. Being an opening batsman, Gayle can prove to be a danger to any opposition,"" he added. Notably, Gayle was bought by KXIP for ₹2 crore after he went unsold twice.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/29jan/inshorts_image_1517238507310_315.jpg?resize=400px:*","https://www.hindustantimes.com/cricket/virender-sehwag-explains-kings-xi-punjab-s-decision-to-buy-chris-gayle/story-YbU6XKAi1ehAF5zmkw7j8N.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","mb2wpq9n-1"
