"ind","catg","headline","body","imageurl","readmoreurl","inblockId"
"11","business","Apple's value falls $46 bn in a week on low iPhone X demand","Technology giant Apple's stock has plunged 5.1% since January 22 over reports of low iPhone X demand, wiping out $46.4 billion from its market capitalisation. Nikkei on Monday reported that Apple would halve its iPhone X production for the first quarter, from over 40 million units to 20 million. It added this was due to weaker-than-expected demand for iPhone X.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517322170272_189.jpg?resize=400px:*","https://uk.reuters.com/article/uk-apple-iphonex/apple-shares-skid-on-report-of-iphone-x-production-cut-idUKKBN1FI17V?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cklkri8s-1"
"12","business"," Indian e-commerce market hits $33 billion: Economic Survey","Indian e-commerce market has reached $33 billion, registering 19.1% growth in 2016-2017, according to the government's Economic Survey 2018. However, the market value is still 30% less than what Chinese e-commerce companies sold on one day on the Singles Day last year. Also, India's Information Technology (IT)/IT-enabled services sector has grown to $140 billion, registering 8% growth.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517305744510_849.jpg?resize=400px:*","https://inc42.com/buzz/economic-survey-ecommerce-market/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cklkri8s-1"
"13","business","Govt seeks to curb tobacco firms by ending right to trade","The government has urged the Supreme Court to enforce a rare policy by withdrawing the tobacco industry's legal right to trade, according to a filing seen by Reuters. If applied, it will give authorities more freedom to impose restrictions. The government argued it should have the power ""to regulate business and to mitigate evils"" to safeguard public health. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517312777556_202.jpg?resize=400px:*","https://in.reuters.com/article/india-tobacco-exclusive/exclusive-with-roman-law-doctrine-india-moves-to-stub-out-tobacco-industry-rights-idINKBN1FJ01M?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cklkri8s-1"
"14","business","Who was the man behind India's first-ever Budget in 1860?","The first Indian Budget was presented by the founder of 'The Economist' magazine James Wilson on February 18, 1860. Wilson presented the Budget in his capacity as the Member (Finance) of the India Council that advised the Viceroy of India. The Scottish hatmaker had also founded the Chartered Bank in 1853.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/29jan/inshorts_image_1517225684115_560.jpg?resize=400px:*","http://www.ibtimes.co.in/budget-2017-did-you-know-budget-was-presented-usually-5-pm-till-vajpayee-government-did-away-it-714257?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cklkri8s-1"
"15","business","Saudi recovers ₹6 lakh crore in corruption probe settlement","Saudi Arabia has recovered over ₹6 lakh crore from settlements reached under the kingdom's crackdown on corruption, Attorney General Sheikh Saud Al Mojeb said. The settlement reached between the government and detainees consists of various assets including real estate, commercial entities, and cash. More than 300 suspects including princes and businessmen were arrested under the crackdown.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517315335435_795.jpg?resize=400px:*","https://www.rt.com/news/417361-saudi-anti-corruption-settlement/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cklkri8s-1"
"16","business","RCom's quarterly loss down 95% after exit from consumer biz","Billionaire Anil Ambani-led Reliance Communications' December quarter loss reduced by over 95% sequentially as the company exited its consumer business. The company posted a loss of ₹130 crore compared to ₹2,712 crore loss during the previous quarter. Anil Ambani's elder brother Mukesh Ambani's Reliance Industries agreed to buy RCom's spectrum, mobile phone towers, and fibre assets in December.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517325470584_741.jpg?resize=400px:*","http://www.livemint.com/Companies/cGxQM41WBvlBjSCXsur9CP/Reliance-Communications-narrows-loss-as-sells-off-wireless-a.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cklkri8s-1"
"17","business"," Indian Oil's profit rises 97% to ₹7,883 cr in Dec quarter","State-run Indian Oil Corporation (IOC) on Tuesday reported a 97.3% year-on-year increase in net profit to ₹7,883.2 crore for the December quarter, compared to ₹3,994.9 crore in the same period last fiscal. The company's revenue increased about 13% to ₹1.32 trillion during the same quarter. Shares of the company surged about 4% during intraday trade after it announced the results.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517305785298_238.jpg?resize=400px:*","https://www.bloombergquint.com/markets/2018/01/30/indian-oil-q3-earnings?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cklkri8s-1"
"18","business","Revlon CEO Fabian Garcia steps down after less than 2 years","American cosmetics company Revlon's CEO Fabian Garcia has stepped down ""to pursue other opportunities"" after less than two years. Board Director Paul Meister will become Executive Vice Chairman to oversee day-to-day operations on an interim basis. Garcia had aimed for $5 billion annual sales within five years while the company is currently expecting $2.7 billion in revenue for 2017.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517324295029_668.jpg?resize=400px:*","https://www.bloomberg.com/news/articles/2018-01-29/revlon-ceo-steps-down-as-losses-mount-at-ailing-cosmetics-seller?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cklkri8s-1"
"19","business","Crypto firm cheats investors, website reads 'penis'","Cryptocurrency startup Prodeum, which aimed to raise around $6.5 million, has allegedly defrauded investors and replaced its website layout with the word ""penis"". Prodeum had said it aimed to ""revolutionise the fruit and vegetable industry"" by letting users track the produce on the blockchain. It also allegedly paid freelancers to write its name on their bodies for online promotion.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517297795798_983.jpg?resize=400px:*","https://thenextweb.com/hardfork/2018/01/29/cryptocurrency-prodeum-scam-exit-penis/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cklkri8s-1"
"20","business","China's first Bitcoin exchange acquired by Hong Kong firm","China's first Bitcoin exchange BTCC has been acquired by a Hong Kong-based blockchain investment fund following a crackdown by Chinese officials. The exchange which was earlier known as BTC China was founded in 2011 by Bobby Lee, the brother of cryptocurrency Litecoin's creator Charlie Lee. BTCC currently offers cryptocurrency mining pool, wallet, and exchange services on one integrated platform.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517295046428_402.jpg?resize=400px:*","https://www.bloomberg.com/news/articles/2018-01-29/china-s-first-bitcoin-exchange-acquired-by-hong-kong-investors?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cklkri8s-1"
"21","business","50% of the world will use cryptocurrency in 5 years: McAfee","Cybersecurity expert John McAfee has said that over 50% of the world will be using cryptocurrency in five years. He added, ""The half that doesn't is going to be the half that probably doesn't have smartphones or any access to the internet."" Earlier, McAfee said that he will eat his own ""d**k"" if Bitcoin doesn't hit $1 million by 2020.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517292627207_562.jpg?resize=400px:*","https://www.rt.com/business/417332-bitcoin-blockchain-mcafee-5-years/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cklkri8s-1"
"22","business","Only crypto that has worked in the world is gold: Uday Kotak","India's richest banker Uday Kotak has said the only cryptocurrency that has worked in the world is gold. He said that like cryptocurrencies, gold is also not issued by any state. He added, ""Unless...we have...an alternative currency that has same trust of people as that with gold, it will be very difficult for the authorities to allow any new cryptocurrencies.""","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517320274961_997.jpg?resize=400px:*","https://www.indiatoday.in/pti-feed/story/gold-only-alternative-currencies-to-have-worked-kotak-1157283-2018-01-30?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cklkri8s-1"
"23","business","Hackers steal ₹95 lakh worth Ethereum by faking crypto sale","Hackers have stolen over ₹95 lakh worth Ethereum by tricking people to participate in a fake cryptocurrency token sale. The hackers targeted Initial Coin Offering (ICO) of Experty and promoted a fake token sale in its name to potential investors. The users were sent emails asking them to make payments to a fraudulent Ethereum wallet address.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517327224266_221.jpg?resize=400px:*","http://www.bgr.in/news/hacker-steals-150000-by-faking-cryptocurrency-pre-sale/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cklkri8s-1"
"24","business","Govt plan to create 75 lakh jobs by March outrageous: Ex-FM","Ex-Finance Minister P Chidambaram has claimed the BJP government's plan to create 75 lakh jobs by March is ""outrageous"" and impossible. He said if India can create 75 lakh jobs in the formal sector, it must have created another 75 lakh jobs in the informal sector. ""China's GDP is five times India's and it creates 150 lakh jobs,"" he added.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/31jan/inshorts_image_1517379498593_393.jpg?resize=400px:*","http://www.newindianexpress.com/business/2018/jan/30/creating-75-lakh-jobs-impossible-nails-governments-lies-p-chidambaram-1765775.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cklkri8s-1"
"25","business","Government to withdraw its plea to take over Unitech ","The government has informed the Supreme Court that it will withdraw its petition to take over the management of real estate company Unitech. The SC had earlier stayed a National Company Law Tribunal order allowing the Centre to take over Unitech's management. The tribunal had suspended all eight directors of Unitech over allegations of mismanagement and siphoning of funds.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517324090711_373.jpg?resize=400px:*","https://www.bloombergquint.com/law-and-policy/2018/01/30/government-to-withdraw-its-plea-to-take-over-unitech?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cklkri8s-1"
"26","business","India's GDP growth to be 7-7.5% in 2018-19: Economic Survey","Finance Minister Arun Jaitley on Monday tabled the Economic Survey 2017-18 in the Parliament, which predicts India's GDP growth at 7-7.5% in 2018-19. It says that major reforms over the past year will allow growth to reach 6.75% this fiscal. The survey added that retail inflation during 2017-18 averaged to the lowest in the last 6 years at 3.3%.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/29jan/inshorts_image_1517210451858_856.jpg?resize=400px:*","https://www.indiatoday.in/india/story/budget-session-starts-today-economic-survey-to-be-tabled-in-parliament-1156235-2018-01-29?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","wtroblxb-2"
"27","business","Only 2 Finance Ministers have not presented India's Budget","KC Neogy and HN Bahuguna were the only Finance Ministers who did not present a Union Budget. Neogy, the second Finance Minister, resigned after 35 days while Bahuguna held the office for five and a half months. Both the ministers did not have a chance to present a Budget as they held the office for short durations in between Budgets.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/29jan/inshorts_image_1517218215255_242.jpg?resize=400px:*","http://www.timesnownews.com/business-economy/economy/article/these-facts-about-india-union-budget-you-should-know/184821?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","wtroblxb-2"
"28","business","Billionaire Ikea Founder Ingvar Kamprad dies aged 91","Ingvar Kamprad, the Founder of Swedish furniture giant Ikea, died at the age of 91 at his home on Saturday, the company said in a statement. Kamprad was the world's eighth-richest person with a net worth of $58.7 billion, according to Bloomberg. He had founded Ikea at the age of 17, building it into the world's largest furniture retailer.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/28jan/inshorts_image_1517138362923_817.jpg?resize=400px:*","https://www.bloomberg.com/news/articles/2018-01-28/ingvar-kamprad-ikea-s-swedish-billionaire-founder-has-died?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","wtroblxb-2"
"29","business","50% increase in indirect taxpayers post GST: Economic Survey","There has been a 50% increase in the number of indirect taxpayers after the introduction of GST, according to preliminary analysis quoted by the Economic Survey 2017-18. There were 98 lakh unique GST registrants as of December 2017, it added. Maharashtra, Uttar Pradesh, Tamil Nadu, and Gujarat are the states with the most GST registrants, the survey further revealed. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/29jan/inshorts_image_1517225402680_304.jpg?resize=400px:*","https://www.indiatoday.in/india/story/economic-survey-2017-18-highlights-gdp-to-grow-at-7-7-5-per-cent-india-may-regain-fastest-growing-economy-tag-1156357-2018-01-29?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","wtroblxb-2"
"30","business","US prosecutor to investigate firm selling online followers","The New York attorney general, Eric Schneiderman, will investigate Devumi, a company that allegedly sold millions of fake social media followers. This follows a report by The New York Times, which said at least 55,000 of Devumi's accounts used personal details of real Twitter users. It said famous actors, television presenters and entrepreneurs were among those who bought Devumi followers. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/28jan/inshorts_image_1517145246973_930.jpg?resize=400px:*","https://www.reuters.com/article/us-new-york-followers/new-york-prosecutor-to-investigate-firm-selling-online-followers-idUSKBN1FG0YI?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","wtroblxb-2"
"31","business","Apple Co-founder Wozniak reveals he sold all his Bitcoin","Apple Co-founder Steve Wozniak recently revealed that he sold all of his Bitcoin when its price neared $20,000, after getting tired of keeping track of its price. ""I don't want to be one of those people who watches...and cares about the number,"" Wozniak said. Notably, Wozniak had bought bitcoin as an ""experiment"" when it was priced at $700 per coin.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/28jan/inshorts_image_1517129864287_871.jpg?resize=400px:*","https://www.rt.com/business/417171-steve-wozniak-bitcoin-sale/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","wtroblxb-2"
"32","business","Blockchain firm raises $24 mn, to launch own cryptocurrency","London-headquartered startup BlockEx, which provides a financial exchange platform for blockchain-based digital assets, has raised over $24 million. BlockEx is also launching its cryptocurrency Digital Asset Exchange Token (DAXT), with sale begining from February 10. The startup provides tools for exchange, clearing, settlement, registry, and brokerage.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/27jan/inshorts_image_1517051511956_247.jpg?resize=400px:*","https://venturebeat.com/2018/01/26/blockex-raises-over-24-million-for-its-blockchain-financial-exchange-platform/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","wtroblxb-2"
"33","business","Volkswagen apologises for testing of diesel fumes on monkeys","Volkswagen has apologised after reports revealed that it funded a 2014 study that exposed monkeys to toxic diesel fumes. The New York Times had reported that the study was aimed at countering a 2012 World Health Organization decision to classify diesel exhaust as a carcinogen. The study, which was financed equally by Volkswagen, BMW, and Daimler, was abandoned last year.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/29jan/inshorts_image_1517228059216_145.jpg?resize=400px:*","https://www.bloomberg.com/news/articles/2018-01-28/volkswagen-apologizes-for-testing-of-diesel-fumes-on-monkeys?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","wtroblxb-2"
"34","business","Why was the Economic Survey 2017-18 printed in pink?","The Economic Survey 2017-18 tabled in Parliament today has been printed in pink to highlight gender issues amid economic development. The survey estimated that due to ""meta-preference"" for sons, India could have about 21 million ""unwanted girls,"" or girls whose parents wanted to have sons instead. It pointed out that most parents continued to have children until they got sons. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/29jan/inshorts_image_1517229828538_895.jpg?resize=400px:*","https://www.hindustantimes.com/business-news/economic-survey-turns-pink-asks-indians-to-confront-son-preference/story-6ul0cq6kzle9WclSysBUSM.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","wtroblxb-2"
"35","business","Morarji Desai presented the most number of Budgets","Former Finance Minister and Prime Minister Morarji Desai presented the maximum number of Budgets at 10 so far, with two of them being Interim Budgets. He is also the only Finance Minister to present Budgets on his birthday, on February 29 in 1964 and 1968. Former Finance Minister P Chidambaram presented the second highest number of Budgets, at nine. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/28jan/inshorts_image_1517148023908_598.jpg?resize=400px:*","http://www.businesstoday.in/union-budget-2018-19/arun-jaitley-fifth-budget-which-former-finance-minister-tops-list-union-budget-2018/story/268423.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","wtroblxb-2"
"36","business","Saudi releases Middle East's richest person from captivity","Saudi Prince Alwaleed bin Talal, the Middle East's richest person was released from detention on Saturday, his family sources said. The billionaire was being held at a five-star hotel in Riyadh since November last year. He was arrested along with more than 300 other suspects as part of Saudi Arabia's crackdown on corruption.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/27jan/inshorts_image_1517055458699_696.jpg?resize=400px:*","https://uk.reuters.com/article/uk-saudi-arrests-princealwaleed/saudi-billionaire-prince-alwaleed-bin-talal-released-family-sources-idUKKBN1FG0E1?utm_campaign=trueAnthem:+Trending+Content&utm_content=5a6c63e804d30139b67c7ac4&utm_medium=trueAnthem&utm_source=twitter&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","wtroblxb-2"
"37","business","Billionaire lost 40% wealth after divorcing Putin's daughter","Russia's youngest billionaire Kirill Shamalov has reportedly lost almost half of his wealth after divorcing Russian President Vladimir Putin's daughter Katerina Tikhonova. According to Bloomberg, the wealth of the 35-year-old businessman now remains valued at $800 million, almost 40% less than $1.3 billion till last year. Shamalov was earlier linked to Russian socialite Zhanna Volkova.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/27jan/inshorts_image_1517047754552_145.jpg?resize=400px:*","https://www.bloomberg.com/news/articles/2018-01-25/putin-family-split-offers-peek-at-secret-dealings-of-russia-inc?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","wtroblxb-2"
"38","business","Casino billionaire paid $7.5M to employee he forced into sex","Casino billionaire and Wynn Resorts Founder Steve Wynn had allegedly paid a $7.5 million settlement to a manicurist who accused him of forcing her to have sex with him in 2005, according to a report by Wall Street Journal. Wynn has been accused of sexual misconduct with many female employees over decades. However, the billionaire denied the accusations as ""preposterous.""","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/27jan/inshorts_image_1517047517524_659.jpg?resize=400px:*","http://www.livemint.com/Politics/PwT9Eed5u6gXWtls8fHb8M/Sexual-harassment-allegations-could-topple-Steve-Wynn-as-GOP.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","wtroblxb-2"
"39","business","Walmart sued for locking up African-American beauty items ","A Californian woman Essie Grundy has sued retail giant Walmart for locking African-American beauty products in a glass case, while other products were easily accessible. She alleged that a shop employee told her that it ""was a directive from corporate headquarters"". She further alleged that she was told that she wasn't allowed to touch the products until she purchased them.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/27jan/inshorts_image_1517054261434_266.jpg?resize=400px:*","http://www.newindianexpress.com/world/2018/jan/27/california-woman-sues-walmart-for-segregated-black-products-1764087.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","wtroblxb-2"
"40","business","Stressed loans shrink from record peak to ₹9.46 lakh crore ","Indian banks' stressed loans declined for the first time since 2015, at the end of September quarter last year. Stressed loans, which include bad loans as well as restructured loans, eased 0.4% sequentially to ₹9.46 lakh crore during the quarter, according to unpublished RBI data seen by Reuters. Stressed loans represent 12.2% of the total loans. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/28jan/inshorts_image_1517142700703_363.jpg?resize=400px:*","https://in.reuters.com/article/india-banks-badloans/exclusive-indias-mountain-of-soured-bank-loans-shrinks-from-record-peak-idINKBN1FF0D4?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","wtroblxb-2"
"41","business","Billionaire Singh brothers accused of diverting money","A lawsuit filed by a New York-based investor in the Delhi HC accuses billionaire brothers Malvinder and Shivinder Singh of diverting funds to aid them with a $1.6-billion personal debt. The lending arm of Singhs' company, Religare Enterprises, made loans to firms which routed at least $300 million to Singhs' firms on the same day, according to an RBI investigation.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/29jan/inshorts_image_1517220072915_347.jpg?resize=400px:*","https://www.bloomberg.com/news/articles/2018-01-28/billionaire-singh-brothers-accused-in-lawsuit-of-siphoning-money?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","wtroblxb-2"
"42","business","UK trader forced to transfer Bitcoin at gunpoint","A group of armed robbers allegedly forced a UK cryptocurrency trader to transfer Bitcoin at gunpoint after breaking into his home. The masked men tied up the victim's girlfriend and put their baby outside in a pram while forcing him to transfer the cryptocurrency, reports said. This is believed to be the first heist of its kind in the UK.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/29jan/inshorts_image_1517219893616_748.jpg?resize=400px:*","https://www.theguardian.com/uk-news/2018/jan/28/cryptocurrency-trader-forced-at-gunpoint-to-make-bitcoin-transfer?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","wtroblxb-2"
"43","business","Jio to raise up to ₹14,000 crore to fund RCom deal: Reports","Reliance Jio will reportedly raise as much as $2.2 billion (almost ₹14,000 crore) in debt to fund the purchase of Reliance Communications' wireless assets. Jio will also receive funding from its parent Reliance Industries, reports said. In December, Jio agreed to purchase RCom's wireless assets that include 43,000 towers and fibre optic network for an undisclosed sum.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/29jan/inshorts_image_1517222048458_350.jpg?resize=400px:*","http://www.livemint.com/Industry/pVdeBgWUIfNQqJqC9xpsCM/Reliance-Jio-to-raise-up-to-22-billion-debt-to-fund-RCom-d.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","wtroblxb-2"
